,Province,Code Province,Territoire,Code Territoire,Zone de Santé,Pcode ZS,CLSHL_CO1_IN1_atteint,CLSHL_CO1_IN3_atteint,CLSHL_CO1_IN2_atteint,CLSHL_CO2_IN2_atteint,CLSHL_CO2_IN1_atteint,CLSHL_CO3_IN2_atteint,CLSHL_CO3_IN3_atteint,CLSHL_CO3_IN1_atteint,CLSHL_CO4_IN3_atteint,CLSHL_CO4_IN2_atteint,CLSHL_CO4_IN1_atteint,code zs_x,CLSHL_CO1_IN1_Total cible,CLSHL_CO1_IN3_Total cible,CLSHL_CO1_IN2_Total cible,CLSHL_CO2_IN2_Total cible,CLSHL_CO2_IN1_Total cible,CLSHL_CO3_IN2_Total cible,CLSHL_CO3_IN3_Total cible,CLSHL_CO3_IN1_Total cible,CLSHL_CO4_IN3_Total cible,CLSHL_CO4_IN2_Total cible,CLSHL_CO4_IN1_Total cible,CLNUT_CO1_IN1_atteint,CLNUT_CO1_IN2_atteint,CLNUT_CO1_IN3_atteint,CLNUT_CO1_IN1_Total cible,CLNUT_CO1_IN2_Total cible,CLNUT_CO1_IN3_Total cible,Province_x,Code Province_x,Territoire_x,Code Territoire_x,Zone de Santé_x,CLAME_CO1_IN2_atteint,CLAME_CO1_IN3_atteint,CLAME_CO1_IN1_atteint,CLAME_CO2_IN1_atteint,CLAME_CO3_IN2_atteint,CLAME_CO3_IN3_atteint,CLAME_CO3_IN1_atteint,code zs_x,CLAME_CO1_IN2_Total cible,CLAME_CO1_IN3_Total cible,CLAME_CO1_IN1_Total cible,CLAME_CO2_IN1_Total cible,CLAME_CO3_IN2_Total cible,CLAME_CO3_IN3_Total cible,CLAME_CO3_IN1_Total cible,CLEDU_CO1_IN1_atteint,CLEDU_CO2_IN1_atteint,CLEDU_CO3_IN1_atteint,CLEDU_CO4_IN1_atteint,CLEDU_CO1_IN1_Total cible,CLEDU_CO2_IN1_Total cible,CLEDU_CO3_IN1_Total cible,CLEDU_CO4_IN1_Total cible,Province_x,Code Province_x,Territoire_x,Code Territoire_x,Zone de Santé_x,CLWSH_CO1_IN1_atteint,CLWSH_CO2_IN1_atteint,CLWSH_CO3_IN1_atteint,CLWSH_CO4_IN1_atteint,CLWSH_CO5_IN1_atteint,code zs_x,CLWSH_CO1_IN1_Total cible,CLWSH_CO2_IN1_Total cible,CLWSH_CO3_IN1_Total cible,CLWSH_CO4_IN1_Total cible,CLWSH_CO5_IN1_Total cible,CLFSC_CO1_IN2_atteint,CLFSC_CO1_IN1_atteint,CLFSC_CO2_IN2_atteint,CLFSC_CO2_IN1_atteint,CLFSC_CO1_IN2_Total cible,CLFSC_CO1_IN1_Total cible,CLFSC_CO2_IN2_Total cible,CLFSC_CO2_IN1_Total cible,Province_x,Code Province_x,Territoire_x,Code Territoire_x,Zone de Santé_x,CLPRO_CO1_IN2_atteint,CLPRO_CO1_IN1_atteint,CLPRO_CO2_IN1_atteint,CLPRO_CO3_IN1_atteint,CLPRO_CO4_IN1_atteint,code zs_x,CLPRO_CO1_IN2_Total cible,CLPRO_CO1_IN1_Total cible,CLPRO_CO2_IN1_Total cible,CLPRO_CO3_IN1_Total cible,CLPRO_CO4_IN1_Total cible,CLPRO-CPN_CO1_IN1_atteint,CLPRO-CPN_CO2_IN2_atteint,CLPRO-CPN_CO3_IN1_atteint,CLPRO-CPN_CO4_IN2_atteint,CLPRO-CPN_CO4_IN1_atteint,CLPRO-CPN_CO5_IN1_atteint,CLPRO-CPN_CO6_IN1_atteint,CLPRO-CPN_CO7_IN1_atteint,CLPRO-CPN_CO1_IN1_Total cible,CLPRO-CPN_CO2_IN2_Total cible,CLPRO-CPN_CO3_IN1_Total cible,CLPRO-CPN_CO4_IN2_Total cible,CLPRO-CPN_CO4_IN1_Total cible,CLPRO-CPN_CO5_IN1_Total cible,CLPRO-CPN_CO6_IN1_Total cible,CLPRO-CPN_CO7_IN1_Total cible,Province_x,Code Province_x,Territoire_x,Code Territoire_x,Zone de Santé_x,CLPRO-GBV_CO1_IN5_atteint,CLPRO-GBV_CO1_IN4_atteint,CLPRO-GBV_CO1_IN3_atteint,CLPRO-GBV_CO1_IN1_atteint,CLPRO-GBV_CO1_IN2_atteint,CLPRO-GBV_CO2_IN1_atteint,CLPRO-GBV_CO2_IN2_atteint,CLPRO-GBV_CO3_IN1_atteint,CLPRO-GBV_CO3_IN3_atteint,CLPRO-GBV_CO3_IN2_atteint,code zs_x,CLPRO-GBV_CO1_IN5_Total cible,CLPRO-GBV_CO1_IN4_Total cible,CLPRO-GBV_CO1_IN3_Total cible,CLPRO-GBV_CO1_IN1_Total cible,CLPRO-GBV_CO1_IN2_Total cible,CLPRO-GBV_CO2_IN1_Total cible,CLPRO-GBV_CO2_IN2_Total cible,CLPRO-GBV_CO3_IN1_Total cible,CLPRO-GBV_CO3_IN3_Total cible,CLPRO-GBV_CO3_IN2_Total cible,CLPRO-HLP_CO1_IN2_atteint,CLPRO-HLP_CO1_IN1_atteint,CLPRO-HLP_CO2_IN1_atteint,CLPRO-HLP_CO3_IN1_atteint,CLPRO-HLP_CO3_IN2_atteint,CLPRO-HLP_CO4_IN1_atteint,CLPRO-HLP_CO1_IN2_Total cible,CLPRO-HLP_CO1_IN1_Total cible,CLPRO-HLP_CO2_IN1_Total cible,CLPRO-HLP_CO3_IN1_Total cible,CLPRO-HLP_CO3_IN2_Total cible,CLPRO-HLP_CO4_IN1_Total cible,Province_x,Code Province_x,Territoire_x,Code Territoire_x,Zone de Santé_x,CLPRO-MIN_CO1_IN1_atteint,CLPRO-MIN_CO2_IN1_atteint,CLPRO-MIN_CO3_IN1_atteint,code zs_x,CLPRO-MIN_CO1_IN1_Total cible,CLPRO-MIN_CO2_IN1_Total cible,CLPRO-MIN_CO3_IN1_Total cible,CLHEA_CO1_IN1_atteint,CLHEA_CO1_IN3_atteint,CLHEA_CO1_IN2_atteint,CLHEA_CO2_IN4_atteint,CLHEA_CO2_IN1_atteint,CLHEA_CO2_IN2_atteint,CLHEA_CO2_IN3_atteint,CLHEA_CO2_IN5_atteint,CLHEA_CO3_IN2_atteint,CLHEA_CO3_IN1_atteint,CLHEA_CO1_IN1_Total cible,CLHEA_CO1_IN3_Total cible,CLHEA_CO1_IN2_Total cible,CLHEA_CO2_IN4_Total cible,CLHEA_CO2_IN1_Total cible,CLHEA_CO2_IN2_Total cible,CLHEA_CO2_IN3_Total cible,CLHEA_CO2_IN5_Total cible,CLHEA_CO3_IN2_Total cible,CLHEA_CO3_IN1_Total cible
302,Nord-Kivu,CD61,Rutshuru,CD6111,Rutshuru,CD6111ZS05,0,0,0,0,0,0,0,0,0,0,0,CD6111ZS05,,,,,,,,,,,,326,0,0,0,0,,Nord-Kivu,CD61,Rutshuru,CD6111,Rutshuru,0,0,0,0,0,0,0,CD6111ZS05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nord-Kivu,CD61,Rutshuru,CD6111,Rutshuru,0,0,0,0,0,CD6111ZS05,0,106,0,75831,75831,0,34539,89400,0,19109.36,23355.89,12239.55,20399.24,Nord-Kivu,CD61,Rutshuru,CD6111,Rutshuru,73,92,0,0,0,CD6111ZS05,0,0,0,0,0,222,0,15,9,11,0,0,0,2147,17,660,568,568,352,17,644,Nord-Kivu,CD61,Rutshuru,CD6111,Rutshuru,0,0,0,246,78.4552845528455,0,0,0,0,0,CD6111ZS05,,,,1420,,,,,,,0,0,0,0,0,0,50,50,50,49,41,2,Nord-Kivu,CD61,Rutshuru,CD6111,Rutshuru,1280,0,0,CD6111ZS05,52407,0,52407,23827,0,0,0,0,0,0,0,0,0,0,0,0,0,30332,738,0,4186,0,0
303,Nord-Kivu,CD61,Rutshuru,CD6111,Rwanguba,CD6111ZS06,0,0,0,0,0,0,0,0,0,0,0,CD6111ZS06,,,,,,,,,,,,315,0,0,0,0,,Nord-Kivu,CD61,Rutshuru,CD6111,Rwanguba,0,0,0,0,0,0,0,CD6111ZS06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nord-Kivu,CD61,Rutshuru,CD6111,Rwanguba,0,0,0,0,0,CD6111ZS06,0,9,0,0,0,0,12155,0,0,17502.86,21392.39,11210.58,18684.31,Nord-Kivu,CD61,Rutshuru,CD6111,Rwanguba,113,174,0,0,0,CD6111ZS06,0,0,0,0,0,183,16,33,1,1,0,29,4250,228,38,57,34,34,31,38,344,Nord-Kivu,CD61,Rutshuru,CD6111,Rwanguba,0,0,0,52,88.4615384615385,0,0,0,0,0,CD6111ZS06,,,,1300,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Nord-Kivu,CD61,Rutshuru,CD6111,Rwanguba,0,0,0,CD6111ZS06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Sud-Kivu,CD62,Bukavu,CD6201,Bagira,CD6201ZS01,0,0,0,0,0,0,0,0,0,0,0,CD6201ZS01,,,,,,,,,,,,231,0,0,0,0,,Sud-Kivu,CD62,Bukavu,CD6201,Bagira,0,0,0,0,0,0,0,CD6201ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Bukavu,CD6201,Bagira,0,0,0,0,0,CD6201ZS01,0,0,0,6798,6798,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Bukavu,CD6201,Bagira,0,0,0,0,0,CD6201ZS01,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Bukavu,CD6201,Bagira,0,0,0,3,66.6666666666667,0,0,0,0,0,CD6201ZS01,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Bukavu,CD6201,Bagira,0,0,0,CD6201ZS01,23738,12,23738,0,0,0,52,0,0,1428,0,0,0,0,0,0,0,13596,571,0,0,0,0
305,Sud-Kivu,CD62,Bukavu,CD6201,Ibanda,CD6201ZS02,0,0,0,0,0,0,0,0,0,0,0,CD6201ZS02,,,,,,,,,,,,88,0,0,0,0,,Sud-Kivu,CD62,Bukavu,CD6201,Ibanda,0,0,0,0,0,0,0,CD6201ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Bukavu,CD6201,Ibanda,0,0,0,0,0,CD6201ZS02,0,0,0,22078,22078,0,0,3900,0,0,0,0,0,Sud-Kivu,CD62,Bukavu,CD6201,Ibanda,0,0,0,0,0,CD6201ZS02,0,0,0,0,0,0,52,92,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Bukavu,CD6201,Ibanda,0,0,0,132,14.3939393939394,0,0,0,0,0,CD6201ZS02,,,,2066,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Bukavu,CD6201,Ibanda,0,0,0,CD6201ZS02,0,0,0,0,0,0,18,0,0,4492,0,0,0,0,0,0,0,44156,904,0,0,0,0
306,Sud-Kivu,CD62,Bukavu,CD6201,Kadutu,CD6201ZS03,0,0,0,0,0,0,0,0,0,0,0,CD6201ZS03,,,,,,,,,,,,333,0,0,0,0,,Sud-Kivu,CD62,Bukavu,CD6201,Kadutu,0,0,0,0,0,0,0,CD6201ZS03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Bukavu,CD6201,Kadutu,0,0,0,0,0,CD6201ZS03,0,0,0,90013,90013,0,330,0,0,0,0,0,0,Sud-Kivu,CD62,Bukavu,CD6201,Kadutu,0,0,0,0,0,CD6201ZS03,0,0,0,0,0,0,126,0,10,10,36,47,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Bukavu,CD6201,Kadutu,0,0,0,4,100,0,0,0,0,0,CD6201ZS03,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Bukavu,CD6201,Kadutu,0,0,0,CD6201ZS03,0,0,0,0,0,0,24,0,0,3577,0,0,0,0,0,0,190,36005,549,119177,0,0,0
307,Sud-Kivu,CD62,Kabare,CD6202,Kabare,CD6202ZS01,0,0,0,0,0,0,0,0,0,0,0,CD6202ZS01,,,,,,,,,,,,1477,2477,0,0,0,,Sud-Kivu,CD62,Kabare,CD6202,Kabare,0,0,0,0,0,0,0,CD6202ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Kabare,CD6202,Kabare,0,0,0,0,0,CD6202ZS01,0,0,0,11475,11475,0,800,15000,500,36403.18,44492.77,23316.24,38860.39,Sud-Kivu,CD62,Kabare,CD6202,Kabare,0,0,0,0,0,CD6202ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Kabare,CD6202,Kabare,0,0,0,3,33.3333333333333,0,0,0,0,0,CD6202ZS01,,,,0,,,,,,,0,0,0,33,0,54,0,0,0,0,0,0,Sud-Kivu,CD62,Kabare,CD6202,Kabare,0,0,0,CD6202ZS01,0,0,0,0,0,0,22,0,0,2102,0,0,0,0,0,0,0,22949,484,0,0,0,0
308,Sud-Kivu,CD62,Kabare,CD6202,Kaniola,CD6202ZS02,0,0,0,0,0,0,0,0,0,0,0,CD6202ZS02,,,,,,,,,,,,271,4202,0,0,0,,Sud-Kivu,CD62,Kabare,CD6202,Kaniola,0,0,0,0,0,0,0,CD6202ZS02,23.5161,8.9199,48.654,105.6550348,4838.547456,1835.311104,10010.78784,0,0,0,0,0,0,5147,94,Sud-Kivu,CD62,Kabare,CD6202,Kaniola,0,0,0,0,0,CD6202ZS02,0,0,0,0,0,0,0,0,0,24470.03,29907.82,15673.06,26121.76,Sud-Kivu,CD62,Kabare,CD6202,Kaniola,138,138,0,0,0,CD6202ZS02,29610,14805,0,10217,29178,0,0,0,0,0,0,0,0,3398,68,0,0,0,0,68,4442,Sud-Kivu,CD62,Kabare,CD6202,Kaniola,1,0,0,21,23.8095238095238,0,0,0,0,0,CD6202ZS02,,,,828,,,,,,,0,0,0,0,0,0,355,355,355,355,288,2,Sud-Kivu,CD62,Kabare,CD6202,Kaniola,0,0,0,CD6202ZS02,0,0,0,0,0,0,0,0,0,1804,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Sud-Kivu,CD62,Kabare,CD6202,Katana,CD6202ZS03,0,0,0,0,0,0,0,0,0,0,0,CD6202ZS03,,,,,,,,,,,,701,0,0,0,0,,Sud-Kivu,CD62,Kabare,CD6202,Katana,0,0,0,0,0,0,0,CD6202ZS03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Kabare,CD6202,Katana,0,0,0,0,0,CD6202ZS03,0,0,0,55715,55715,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Kabare,CD6202,Katana,0,0,0,0,0,CD6202ZS03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Kabare,CD6202,Katana,0,0,0,24,91.6666666666667,0,0,0,0,0,CD6202ZS03,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Kabare,CD6202,Katana,0,0,0,CD6202ZS03,0,0,0,0,0,0,14,0,0,1940,0,0,0,0,0,0,0,22286,955,0,0,0,0
310,Sud-Kivu,CD62,Kabare,CD6202,Miti-Murhesa,CD6202ZS04,0,0,0,0,0,0,0,0,0,0,0,CD6202ZS04,,,,,,,,,,,,883,0,0,0,0,,Sud-Kivu,CD62,Kabare,CD6202,Miti-Murhesa,0,0,0,0,0,0,0,CD6202ZS04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Kabare,CD6202,Miti-Murhesa,0,0,0,0,0,CD6202ZS04,0,0,0,0,0,0,0,5238,0,0,0,0,0,Sud-Kivu,CD62,Kabare,CD6202,Miti-Murhesa,0,0,0,0,0,CD6202ZS04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Kabare,CD6202,Miti-Murhesa,0,0,0,8,87.5,0,0,0,0,0,CD6202ZS04,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Kabare,CD6202,Miti-Murhesa,0,0,0,CD6202ZS04,0,0,0,0,0,0,12,0,0,2807,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Sud-Kivu,CD62,Kabare,CD6202,Nyantende,CD6202ZS05,0,0,0,0,0,0,0,0,0,0,0,CD6202ZS05,,,,,,,,,,,,93,0,0,0,0,,Sud-Kivu,CD62,Kabare,CD6202,Nyantende,0,0,0,0,0,0,0,CD6202ZS05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Kabare,CD6202,Nyantende,0,0,0,0,0,CD6202ZS05,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Kabare,CD6202,Nyantende,0,0,0,0,0,CD6202ZS05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Kabare,CD6202,Nyantende,0,0,0,2,50,0,0,0,0,0,CD6202ZS05,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Kabare,CD6202,Nyantende,0,0,0,CD6202ZS05,0,0,0,0,0,0,6,0,0,1574,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Sud-Kivu,CD62,Shabunda,CD6203,Kalole,CD6203ZS01,0,0,0,0,0,0,0,0,0,0,0,CD6203ZS01,,,,,,,,,,,,410,0,0,0,0,,Sud-Kivu,CD62,Shabunda,CD6203,Kalole,0,0,0,0,0,0,0,CD6203ZS01,82.0845,31.1355,169.83,369.8922746,874.348521,331.649439,1808.99694,0,0,0,0,0,0,1748,32,Sud-Kivu,CD62,Shabunda,CD6203,Kalole,0,0,0,0,0,CD6203ZS01,0,0,0,0,0,0,0,0,0,18221.54,22270.77,11670.89,19451.49,Sud-Kivu,CD62,Shabunda,CD6203,Kalole,84,84,0,0,0,CD6203ZS01,0,4190,12957,2892,21380,0,0,0,0,0,0,0,77,289,19,0,0,0,0,19,1257,Sud-Kivu,CD62,Shabunda,CD6203,Kalole,3,0,0,54,48.1481481481482,0,0,0,0,0,CD6203ZS01,,,,606,,,,,,,0,0,0,0,0,0,208,208,208,201,168,2,Sud-Kivu,CD62,Shabunda,CD6203,Kalole,0,0,0,CD6203ZS01,0,2,0,0,0,0,277,0,0,1167,0,0,0,0,0,0,1631,0,0,42889,1788,0,0
313,Sud-Kivu,CD62,Shabunda,CD6203,Lulingu,CD6203ZS02,0,0,0,0,0,0,0,0,0,0,0,CD6203ZS02,,,,,,,,,,,,218,0,0,0,0,,Sud-Kivu,CD62,Shabunda,CD6203,Lulingu,0,0,0,0,0,0,0,CD6203ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Shabunda,CD6203,Lulingu,0,0,0,0,0,CD6203ZS02,0,0,0,0,0,0,0,0,0,27910.31,34112.6,17876.55,29794.25,Sud-Kivu,CD62,Shabunda,CD6203,Lulingu,0,0,0,0,0,CD6203ZS02,0,0,0,0,0,0,0,4,0,66,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Shabunda,CD6203,Lulingu,0,0,0,3,66.6666666666667,0,0,0,0,0,CD6203ZS02,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Shabunda,CD6203,Lulingu,0,0,0,CD6203ZS02,0,0,0,0,0,0,0,0,0,1470,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Sud-Kivu,CD62,Shabunda,CD6203,Mulungu,CD6203ZS03,0,0,0,0,0,0,0,0,0,0,0,CD6203ZS03,,,,,,,,,,,,917,0,0,0,0,,Sud-Kivu,CD62,Shabunda,CD6203,Mulungu,0,0,0,0,0,0,0,CD6203ZS03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Shabunda,CD6203,Mulungu,0,0,0,0,0,CD6203ZS03,0,0,0,0,0,0,0,5508,0,19494.83,23827.02,12486.44,20810.73,Sud-Kivu,CD62,Shabunda,CD6203,Mulungu,367,367,0,0,0,CD6203ZS03,0,0,0,1351,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Shabunda,CD6203,Mulungu,21,0,0,26,69.2307692307692,0,0,0,0,0,CD6203ZS03,,,,758,,,,,,,0,0,0,0,0,0,97,97,97,94,79,2,Sud-Kivu,CD62,Shabunda,CD6203,Mulungu,0,0,0,CD6203ZS03,0,0,0,5527,518,0,2,0,0,1544,2154,22,2,0,0,0,1436,0,0,53605,2235,0,0
315,Sud-Kivu,CD62,Shabunda,CD6203,Shabunda,CD6203ZS04,0,0,0,0,0,0,0,0,0,0,0,CD6203ZS04,,,,,,,,,,,,158,0,0,0,0,,Sud-Kivu,CD62,Shabunda,CD6203,Shabunda,0,0,0,0,0,0,0,CD6203ZS04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Shabunda,CD6203,Shabunda,0,0,0,0,0,CD6203ZS04,0,0,0,0,0,0,0,0,0,10386.97,12695.18,6652.85,11088.09,Sud-Kivu,CD62,Shabunda,CD6203,Shabunda,4,4,0,0,0,CD6203ZS04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Shabunda,CD6203,Shabunda,0,0,0,5,20,0,0,0,0,0,CD6203ZS04,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Shabunda,CD6203,Shabunda,0,0,0,CD6203ZS04,34299,0,34299,0,0,0,0,0,0,1689,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Sud-Kivu,CD62,Kalehe,CD6205,Bunyakiri,CD6205ZS01,0,0,0,0,0,0,0,0,0,0,0,CD6205ZS01,,,,,,,,,,,,1121,0,0,0,0,,Sud-Kivu,CD62,Kalehe,CD6205,Bunyakiri,0,0,0,0,0,0,0,CD6205ZS01,11105.3673,4212.3807,22976.622,667.2524221,1744.168779,661.581261,3608.62506,0,0,0,0,10407,0,3487,253,Sud-Kivu,CD62,Kalehe,CD6205,Bunyakiri,0,0,0,0,0,CD6205ZS01,29934,22,0,0,0,21343,0,16200,0,31898.7,38987.3,20431.12,34051.86,Sud-Kivu,CD62,Kalehe,CD6205,Bunyakiri,56,56,0,0,0,CD6205ZS01,59868,33303,22361,22982,36896,674,44,17,0,0,2,30,0,2605,153,138,10,10,74,153,9991,Sud-Kivu,CD62,Kalehe,CD6205,Bunyakiri,3,27,27,82,54.8780487804878,3,6,0,7793,24,CD6205ZS01,,,,1047,,,,,,,0,0,0,0,0,0,1652,1652,1652,1599,1338,2,Sud-Kivu,CD62,Kalehe,CD6205,Bunyakiri,0,0,0,CD6205ZS01,39043,4,39043,0,0,0,223,0,0,2408,0,0,0,40910,8182,13078,633,0,0,74016,0,0,257
317,Sud-Kivu,CD62,Kalehe,CD6205,Kalehe,CD6205ZS02,0,0,0,0,0,0,0,0,0,0,0,CD6205ZS02,,,,,,,,,,,,453,0,0,0,0,,Sud-Kivu,CD62,Kalehe,CD6205,Kalehe,0,0,0,0,0,0,0,CD6205ZS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Kalehe,CD6205,Kalehe,0,0,0,36207,0,CD6205ZS02,0,26,0,0,0,0,0,12180,0,18854.39,23044.26,12076.24,20127.06,Sud-Kivu,CD62,Kalehe,CD6205,Kalehe,73,73,0,0,0,CD6205ZS02,0,0,0,0,0,0,6,0,7,7,0,16,0,459,25,165,88,88,88,25,0,Sud-Kivu,CD62,Kalehe,CD6205,Kalehe,1,44,40,10,80,2,12,4,5451,40,CD6205ZS02,,,,0,,,,,,,0,0,35,0,0,29,0,0,0,0,0,0,Sud-Kivu,CD62,Kalehe,CD6205,Kalehe,0,0,0,CD6205ZS02,0,0,0,0,0,0,25,0,0,1579,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Sud-Kivu,CD62,Kalehe,CD6205,Kalonge,CD6205ZS03,0,0,0,0,0,0,0,0,0,0,0,CD6205ZS03,,,,,,,,,,,,787,0,0,0,0,,Sud-Kivu,CD62,Kalehe,CD6205,Kalonge,0,0,0,0,0,0,0,CD6205ZS03,103.16025,39.12975,213.435,464.7485162,1489.011003,564.797277,3080.71242,0,0,0,0,0,0,2977,54,Sud-Kivu,CD62,Kalehe,CD6205,Kalonge,0,0,0,0,0,CD6205ZS03,0,4,0,0,0,0,0,0,2500,23625,28875,15131.81,25219.69,Sud-Kivu,CD62,Kalehe,CD6205,Kalonge,39,39,0,0,0,CD6205ZS03,0,7135,16800,4924,27720,194,64,9,0,0,7,28,0,562,33,27,0,0,14,33,2141,Sud-Kivu,CD62,Kalehe,CD6205,Kalonge,0,57,57,47,65.9574468085106,1,10,0,10098,24,CD6205ZS03,,,,786,,,,,,,0,0,0,0,0,0,354,354,354,342,287,2,Sud-Kivu,CD62,Kalehe,CD6205,Kalonge,0,0,0,CD6205ZS03,0,0,0,0,0,0,12,0,0,1693,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Sud-Kivu,CD62,Kalehe,CD6205,Minova,CD6205ZS04,0,0,0,0,0,0,0,0,0,0,0,CD6205ZS04,,,,,,,,,,,,1345,2060,0,0,0,,Sud-Kivu,CD62,Kalehe,CD6205,Minova,0,0,0,0,0,0,0,CD6205ZS04,43.70445,16.57755,90.423,196.8156069,5096.855328,1933.289952,10545.21792,0,0,0,0,0,7409,5422,99,Sud-Kivu,CD62,Kalehe,CD6205,Minova,0,0,0,0,0,CD6205ZS04,0,6,0,65169,65169,0,0,20436,0,27096.95,33118.5,17355.6,28926,Sud-Kivu,CD62,Kalehe,CD6205,Minova,72,72,0,0,0,CD6205ZS04,31190,15595,0,10762,43011,560,25,1,207,207,86,55,0,3678,72,37,0,0,20,72,4679,Sud-Kivu,CD62,Kalehe,CD6205,Minova,0,26,26,37,59.4594594594595,2,10,0,5990,24,CD6205ZS04,,,,1220,,,,,,,0,0,0,0,0,0,374,374,374,374,303,2,Sud-Kivu,CD62,Kalehe,CD6205,Minova,0,0,0,CD6205ZS04,0,0,0,0,0,0,220,0,0,2922,0,0,0,0,0,0,0,26067,3266,0,0,0,0
320,Sud-Kivu,CD62,Idjwi,CD6206,Idjwi,CD6206ZS01,0,0,0,0,0,0,0,0,0,0,0,CD6206ZS01,,,,,,,,,,,,130,0,0,0,0,,Sud-Kivu,CD62,Idjwi,CD6206,Idjwi,0,0,0,0,0,0,0,CD6206ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Idjwi,CD6206,Idjwi,0,0,0,12420,0,CD6206ZS01,0,0,0,0,0,0,0,0,0,11288.97,13797.63,7230.59,12050.98,Sud-Kivu,CD62,Idjwi,CD6206,Idjwi,0,0,0,0,0,CD6206ZS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Idjwi,CD6206,Idjwi,0,0,0,2,100,0,0,0,0,0,CD6206ZS01,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Sud-Kivu,CD62,Idjwi,CD6206,Idjwi,0,0,0,CD6206ZS01,0,0,0,0,0,0,36,0,0,2784,0,0,0,0,0,0,0,0,0,0,0,0,0
